"This file contains political files uploaded by KYW-TV during the years 2014 as of 2014-11-06 16:30:29.302013. This station serves PHILADELPHIA, PA in the PHILADELPHIA market and FCC's partyName--generally the owner-- is CBS BROADCASTING INC.. FCC records give the rfChannel as 26, virtualChannel as 3 and network affiiliate as CBS."
filetype,order_number,print_date,agency_name,advertiser_name,agency_contact,product,flight_date_start,flight_date_end,number_of_spots,gross_amount,file_url,upload_time,callsign,file_size,fcc_id,pdf_location,txt_location,Tagged,Producer,Creator,Encrypted,Author,File size,Optimized,PDF version,Title,Page size,CreationDate,Pages
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Katie%20McGinty/KYW%20KATIE%20MCGINTY%20D%20GOVERNOR%2DPA%20ORD89979%20STATE%20NAB%20%2814006811034866%29.pdf,2014-05-21 10:05:00,KYW-TV,280.75 Kb,14006811034866,pdfs/14006811034866.pdf,txts/14006811034866.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,287491 bytes,no,1.3,KYW_NABOrder20140509115655v1.pdf,612 x 792 pts (letter),Tue May 20 15:55:42 2014,2
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Katie%20McGinty/KYW%20KATIE%20MCGINTY%20D%20GOVERNOR%2DPA%20ORD89979%20STATE%20ORDER%20%2814006825277382%29.pdf,2014-05-21 10:28:00,KYW-TV,46.99 Kb,14006825277382,pdfs/14006825277382.pdf,txts/14006825277382.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,48116 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Wed May 21 10:28:13 2014,5
contract,1041-89979-4,05/16/14,CANAL PARTNERS MEDIA LLC,KATIE MCGINTY FOR GOVERNOR,DEVON PRESCOD, D GOVERNOR PA,05/13/14,05/20/14,70,31965.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Katie%20McGinty/KYW%20KATIE%20MCGINTY%20D%20GOVERNOR%2DPA%20ORD89979%20STATE%20TRACT%20%2814006825280370%29.pdf,2014-05-21 10:28:00,KYW-TV,99.61 Kb,14006825280370,pdfs/14006825280370.pdf,txts/14006825280370.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,101999 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_523e4a15-2619-4f7d-9ab7-b84042fa5920.pdf),612 x 792 pts (letter),Wed May 21 10:28:23 2014,4
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20BASEFILE%20STATE%20NAB%20%2814007018490432%29.pdf,2014-05-21 15:50:00,KYW-TV,3.47 Mb,14007018490432,pdfs/14007018490432.pdf,txts/14007018490432.txt,no,Mac OS X 10.8.5 Quartz PDFContext,,no,,3641138 bytes,yes,1.3,,612 x 792 pts (letter),Mon Mar 24 16:55:34 2014,2
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20BASEFILE%20STATE%20PIQ%20%2813960331919618%29.pdf,2014-03-28 14:59:00,KYW-TV,137.55 Kb,13960331919618,pdfs/13960331919618.pdf,txts/13960331919618.txt,yes,Microsoft® Word 2010,Microsoft® Word 2010,no,"Pflieger, Zakary",140849 bytes,no,1.5,,612 x 792 pts (letter),Fri Mar 28 14:50:47 2014,1
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89156%20STATE%20INVOICE%20%2814006875648612%29.pdf,2014-05-21 11:52:00,KYW-TV,102.97 Kb,14006875648612,pdfs/14006875648612.pdf,txts/14006875648612.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,105443 bytes,yes,1.6,,792 x 612 pts (letter),Wed May 21 11:52:26 2014,11
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89156%20STATE%20ORDER%20%2813959556296859%29.pdf,2014-03-27 17:27:00,KYW-TV,50.15 Kb,13959556296859,pdfs/13959556296859.pdf,txts/13959556296859.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,51354 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Thu Mar 27 17:25:36 2014,6
contract,1041-89156-2,03/26/14,AKPD MESSAGE & MEDIA,"ROB MCCORD FOR GOVERNOR, LLC", , D GOVERNOR PA,03/21/14,03/30/14,62,139300.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89156%20STATE%20TRACT%20%2813959556300052%29.pdf,2014-03-27 17:27:00,KYW-TV,99.30 Kb,13959556300052,pdfs/13959556300052.pdf,txts/13959556300052.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,101679 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_31866330-d917-4d27-91f7-2fbf7ecc51e2.pdf),612 x 792 pts (letter),Thu Mar 27 17:25:47 2014,4
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89216%20STATE%20INVOICE%20%2814005411746799%29.pdf,2014-05-19 19:12:00,KYW-TV,52.04 Kb,14005411746799,pdfs/14005411746799.pdf,txts/14005411746799.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,53291 bytes,yes,1.6,,792 x 612 pts (letter),Sat May 17 22:45:34 2014,3
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89216%20STATE%20ORDER%20%2813959542890440%29.pdf,2014-03-27 17:04:00,KYW-TV,28.46 Kb,13959542890440,pdfs/13959542890440.pdf,txts/13959542890440.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,29141 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Thu Mar 27 16:50:05 2014,2
contract,1041-89216-1,03/24/14,AKPD MESSAGE & MEDIA,"ROB MCCORD FOR GOVERNOR, LLC",Vivian SILVERMAN, D GOVERNOR PA,03/25/14,03/30/14,10,7900.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89216%20STATE%20TRACT%20%2813959542893110%29.pdf,2014-03-27 17:04:00,KYW-TV,79.05 Kb,13959542893110,pdfs/13959542893110.pdf,txts/13959542893110.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,80949 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_7554670d-b82c-47be-a7ef-ebb06f80f664.pdf),612 x 792 pts (letter),Thu Mar 27 16:49:58 2014,1
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89399%20STATE%20INVOICE%20%2814005411749677%29.pdf,2014-05-19 19:12:00,KYW-TV,69.16 Kb,14005411749677,pdfs/14005411749677.pdf,txts/14005411749677.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,70822 bytes,yes,1.6,,792 x 612 pts (letter),Sat May 17 22:20:44 2014,6
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89399%20STATE%20ORDER%20%2813963011531950%29.pdf,2014-03-31 17:25:00,KYW-TV,35.12 Kb,13963011531950,pdfs/13963011531950.pdf,txts/13963011531950.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,35961 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Mon Mar 31 16:46:29 2014,3
contract,1041-89399-1,03/28/14,AKPD MESSAGE & MEDIA,"ROB MCCORD FOR GOVERNOR, LLC",Vivian SILVERMAN, D GOVERNOR PA,03/31/14,04/06/14,28,64500.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89399%20STATE%20TRACT%20%2813963011528918%29.pdf,2014-03-31 17:25:00,KYW-TV,86.34 Kb,13963011528918,pdfs/13963011528918.pdf,txts/13963011528918.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,88409 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_83c3aee7-dbf9-4437-a848-5537f49bff92.pdf),612 x 792 pts (letter),Mon Mar 31 16:46:50 2014,2
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89532%20STATE%20INVOICE%20%2814005411768005%29.pdf,2014-05-19 19:12:00,KYW-TV,94.44 Kb,14005411768005,pdfs/14005411768005.pdf,txts/14005411768005.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,96702 bytes,yes,1.6,,792 x 612 pts (letter),Sat May 17 22:16:23 2014,10
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89532%20STATE%20ORDER%20%2813966471728262%29.pdf,2014-04-04 17:32:00,KYW-TV,45.33 Kb,13966471728262,pdfs/13966471728262.pdf,txts/13966471728262.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,46421 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Fri Apr  4 16:38:37 2014,5
contract,1041-89532-3,04/04/14,AKPD MESSAGE & MEDIA,"ROB MCCORD FOR GOVERNOR, LLC", , D GOVERNOR PA,04/07/14,04/13/14,53,77570.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89532%20STATE%20TRACT%20%2813966471731256%29.pdf,2014-04-04 17:32:00,KYW-TV,100.04 Kb,13966471731256,pdfs/13966471731256.pdf,txts/13966471731256.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,102444 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_3144c426-1e93-4ecc-9e0a-670a4555101f.pdf),612 x 792 pts (letter),Fri Apr  4 16:39:00 2014,4
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89617%20STATE%20INVOICE%20%2814005411772528%29.pdf,2014-05-19 19:12:00,KYW-TV,74.49 Kb,14005411772528,pdfs/14005411772528.pdf,txts/14005411772528.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,76279 bytes,yes,1.6,,792 x 612 pts (letter),Sat May 17 22:26:53 2014,7
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89617%20STATE%20ORDER%20%2813972292765501%29.pdf,2014-04-11 11:14:00,KYW-TV,36.41 Kb,13972292765501,pdfs/13972292765501.pdf,txts/13972292765501.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,37280 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Fri Apr 11 11:08:52 2014,3
contract,1041-89617-1,04/10/14,AKPD MESSAGE & MEDIA,"ROB MCCORD FOR GOVERNOR, LLC", , D GOVERNOR PA,04/14/14,04/20/14,38,53085.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89617%20STATE%20TRACT%20%2813972292762047%29.pdf,2014-04-11 11:14:00,KYW-TV,92.74 Kb,13972292762047,pdfs/13972292762047.pdf,txts/13972292762047.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,94961 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_e126f5ae-5e8b-4919-ad40-4015f499d535.pdf),612 x 792 pts (letter),Fri Apr 11 11:09:05 2014,3
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89707%20STATE%20INVOICE%20%2814005411753041%29.pdf,2014-05-19 19:12:00,KYW-TV,71.02 Kb,14005411753041,pdfs/14005411753041.pdf,txts/14005411753041.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,72725 bytes,yes,1.6,,792 x 612 pts (letter),Sat May 17 22:28:42 2014,6
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89707%20STATE%20ORDER%20%2813980920791189%29.pdf,2014-04-21 10:54:00,KYW-TV,35.88 Kb,13980920791189,pdfs/13980920791189.pdf,txts/13980920791189.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,36737 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Fri Apr 18 16:10:06 2014,3
contract,1041-89707-1,04/17/14,AKPD MESSAGE & MEDIA,"ROB MCCORD FOR GOVERNOR, LLC", , D GOVERNOR PA,04/21/14,04/27/14,35,49670.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89707%20STATE%20TRACT%20%2813980920788466%29.pdf,2014-04-21 10:54:00,KYW-TV,87.08 Kb,13980920788466,pdfs/13980920788466.pdf,txts/13980920788466.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,89168 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_19229067-5e45-4c3d-9ddf-ee715dbda246.pdf),612 x 792 pts (letter),Fri Apr 18 16:10:37 2014,2
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89789%20STATE%20INVOICE%20%2814005411761940%29.pdf,2014-05-19 19:12:00,KYW-TV,79.72 Kb,14005411761940,pdfs/14005411761940.pdf,txts/14005411761940.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,81630 bytes,yes,1.6,,792 x 612 pts (letter),Sat May 17 22:28:00 2014,8
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89789%20STATE%20ORDER%20%2814005411759651%29.pdf,2014-05-19 19:12:00,KYW-TV,38.71 Kb,14005411759651,pdfs/14005411759651.pdf,txts/14005411759651.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,39643 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Sat May 17 22:27:29 2014,4
contract,1041-89789-2,05/01/14,AKPD MESSAGE & MEDIA,"ROB MCCORD FOR GOVERNOR, LLC", , D GOVERNOR PA,04/28/14,05/04/14,43,51900.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89789%20STATE%20TRACT%20%2814005411769975%29.pdf,2014-05-19 19:12:00,KYW-TV,93.56 Kb,14005411769975,pdfs/14005411769975.pdf,txts/14005411769975.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,95804 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_cabc1fe4-0b4c-4fcb-813b-91ad3be8c98f.pdf),612 x 792 pts (letter),Sat May 17 22:27:42 2014,3
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89860%20STATE%20INVOICE%20%2814005411776994%29.pdf,2014-05-19 19:12:00,KYW-TV,102.56 Kb,14005411776994,pdfs/14005411776994.pdf,txts/14005411776994.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,105018 bytes,yes,1.6,,792 x 612 pts (letter),Sat May 17 22:22:04 2014,12
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89860%20STATE%20ORDER%20%2814005411778977%29.pdf,2014-05-19 19:12:00,KYW-TV,48.22 Kb,14005411778977,pdfs/14005411778977.pdf,txts/14005411778977.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,49378 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Sat May 17 22:22:35 2014,6
contract,1041-89860-2,04/30/14,AKPD MESSAGE & MEDIA,"ROB MCCORD FOR GOVERNOR, LLC", , ADD 4/28-5/4,04/30/14,05/04/14,59,64255.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89860%20STATE%20TRACT%20%2814005411774755%29.pdf,2014-05-19 19:12:00,KYW-TV,101.48 Kb,14005411774755,pdfs/14005411774755.pdf,txts/14005411774755.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,103911 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_33dee7d9-54db-4199-b28a-63b2ec6b3bb9.pdf),612 x 792 pts (letter),Sat May 17 22:22:49 2014,4
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89901%20STATE%20INVOICE%201%20%2814006871156849%29.pdf,2014-05-21 11:45:00,KYW-TV,91.07 Kb,14006871156849,pdfs/14006871156849.pdf,txts/14006871156849.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,93256 bytes,yes,1.6,,792 x 612 pts (letter),Tue May 20 17:55:50 2014,10
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89901%20STATE%20ORDER%201%20%2814006871141205%29.pdf,2014-05-21 11:45:00,KYW-TV,42.88 Kb,14006871141205,pdfs/14006871141205.pdf,txts/14006871141205.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,43913 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue May 20 17:55:21 2014,5
contract,1041-89901-3,05/02/14,AKPD MESSAGE & MEDIA,"ROB MCCORD FOR GOVERNOR, LLC", , D GOVERNOR PA,05/05/14,05/11/14,54,73570.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89901%20STATE%20TRACT%201%20%2814006871149855%29.pdf,2014-05-21 11:45:00,KYW-TV,95.36 Kb,14006871149855,pdfs/14006871149855.pdf,txts/14006871149855.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,97649 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_626754fc-0cb2-478c-a437-3ecf40893ec5.pdf),612 x 792 pts (letter),Tue May 20 17:55:33 2014,3
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89969%20STATE%20INVOICE%20%2814017325656050%29.pdf,2014-06-02 14:09:00,KYW-TV,92.39 Kb,14017325656050,pdfs/14017325656050.pdf,txts/14017325656050.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,94611 bytes,yes,1.6,,792 x 612 pts (letter),Mon Jun  2 14:02:57 2014,10
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89969%20STATE%20ORDER%20%2814006871138639%29.pdf,2014-05-21 11:45:00,KYW-TV,50.53 Kb,14006871138639,pdfs/14006871138639.pdf,txts/14006871138639.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,51744 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue May 20 17:57:34 2014,6
contract,1041-89969-1,05/09/14,AKPD MESSAGE & MEDIA,"ROB MCCORD FOR GOVERNOR, LLC", , D GOVERNOR PA,05/12/14,05/18/14,28,36085.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Rob%20McCord/KYW%20ROB%20MCCORD%20D%20GOVERNOR%2DPA%20ORD89969%20STATE%20TRACT%20%2814006871143458%29.pdf,2014-05-21 11:45:00,KYW-TV,93.18 Kb,14006871143458,pdfs/14006871143458.pdf,txts/14006871143458.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,95421 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_f021d74f-9449-432f-9c04-ffd877b24b91.pdf),612 x 792 pts (letter),Tue May 20 17:56:53 2014,3
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Corbett/KYW%20TOM%20CORBETT%20R%20GOVERNOR%2DPA%20BASEFILE%20STATE%20NAB%20%2814006885886895%29.pdf,2014-05-21 12:09:00,KYW-TV,472.96 Kb,14006885886895,pdfs/14006885886895.pdf,txts/14006885886895.txt,no,,Hewlett Packard MFP,no,,484316 bytes,yes,1.4,,792 x 612 pts (letter),Wed May 21 11:25:26 2014,4
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Corbett/KYW%20TOM%20CORBETT%20R%20GOVERNOR%2DPA%20BASEFILE%20STATE%20NAB2%20%2814048361028919%29.pdf,2014-07-08 12:15:00,KYW-TV,3.73 Mb,14048361028919,pdfs/14048361028919.pdf,txts/14048361028919.txt,no,Mac OS X 10.9.3 Quartz PDFContext,,no,,3911822 bytes,no,1.3,,595 x 786 pts,Sun Jul  6 17:40:30 2014,4
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Corbett/KYW%20TOM%20CORBETT%20R%20GOVERNOR%2DPA%20BASEFILE%20STATE%20NAB3%20%2814069028190014%29.pdf,2014-08-01 10:20:00,KYW-TV,3.80 Mb,14069028190014,pdfs/14069028190014.pdf,txts/14069028190014.txt,no,Mac OS X 10.9.4 Quartz PDFContext,,no,,3983496 bytes,yes,1.3,,595 x 786 pts,Thu Jul 31 16:17:25 2014,4
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Corbett/KYW%20TOM%20CORBETT%20R%20GOVERNOR%2DPA%20BASEFILE%20STATE%20NAB5%20UPDATED%209.23.14%20%2814115660974672%29.pdf,2014-09-24 09:41:00,KYW-TV,116.12 Kb,14115660974672,pdfs/14115660974672.pdf,txts/14115660974672.txt,no,Mac OS X 10.9.4 Quartz PDFContext,Preview,no,BC Media Team,118908 bytes,yes,1.3,NAB -PB18 Form[35].PDF,612 x 792 pts (letter),Thu Sep 18 12:45:22 2014,4
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Corbett/KYW%20TOM%20CORBETT%20R%20GOVERNOR%2DPA%20BASEFILE%20STATE%20NAB7%20UPDATED%2010.8.14%20%2814127858925296%29.pdf,2014-10-08 12:31:00,KYW-TV,116.13 Kb,14127858925296,pdfs/14127858925296.pdf,txts/14127858925296.txt,no,Mac OS X 10.9.4 Quartz PDFContext,Preview,no,BC Media Team,118918 bytes,yes,1.3,NAB -PB18 Form.PDF,612 x 792 pts (letter),Tue Oct  7 14:46:08 2014,4
